serotype	average	aNSC Set1	aNSC Set2	aNSC Set3	qNSC Set1	qNSC Set2	qNSC Set3	TAP Set1	TAP Set3	NB Set1	NB Set3	AS Set4	AS Set5	AS Set6	OL Set4	OL Set5	OL Set6	EP Set4	EP Set5	EP Set6
AAV9_A1	0.02622724409428261	9.207068617092212e-5	7.38908600961476e-5	6.256923321843808e-5	4.153647023289445e-5	3.2708490266632065e-4	0.056155376930301606	5.911759607458698e-5	0.0035642983197022512	0.011848110712325454	6.864130147226204e-5	0.19744806830850906	0.041120757236273286	0.02511846945060129	0.024472268964305186	0.012938226131722075	0.014228380062535547	0.07101338832091979	0.039651486710461495	3.389559378097486e-5
AAV1wt	0.023204595182493692	0.18627832141821016	4.6964487992696924e-5	0.012397606622162348	9.500745064238835e-5	1.9730869751484985e-4	0.02497016169903076	5.424314477296262e-5	0.09641942066037498	0.03454816118728303	0.029705361196578673	0.014009405421264913	0.004707241679015995	0.009053845786791762	4.139479069788755e-5	0.01157805085154615	0.007542440979264336	0.004100176088201107	0.0050980513382491	4.414496778602291e-5
AAV1_P4	0.021259928431627266	1.073381809919059e-4	0.03804164989271667	0.00728824056121547	5.528952822502042e-5	0.005258459822142502	0.03631803768538731	9.284627097379711e-5	0.030927998247876645	0.0021943523839512884	0.04430274221837036	7.959746684538652e-5	0.17172250174281542	0.010248547882534553	0.0178470987205441	0.006590058511429492	0.018283176508094953	0.006052780189535877	0.00848915410821172	3.8770279055613696e-5
AAVAH4-N9	0.020990649937079178	0.2856956266460778	3.9373219874221603e-5	0.042194683231885785	5.811135105732638e-5	1.579121362122302e-4	4.141361892624409e-5	2.2758301825692777e-5	0.020406773871376592	2.6250482249510607e-5	0.0102297462440396	5.981067338189005e-5	5.6994154610171315e-5	5.348637624872379e-5	0.029332379155618198	6.34542495840645e-5	0.008379542650037418	0.0019105076543653563	6.706939916496701e-5	2.6455387968642347e-5
AAV7_P4	0.02065353443550669	1.1873887173999585e-4	0.02509312210777025	0.005366529083681057	4.338561472799993e-5	1.6179608493151483e-4	0.015364905219812512	4.23046758752409e-5	0.004754532911051138	0.0572640291509743	6.41530105429658e-5	0.011250228078962827	0.02043457667491859	0.06970220994323993	0.01723533515501406	0.05517700001085327	0.02686545442195431	0.008258916936394831	0.05282653119274352	0.022393405129438805
AAV7wt	0.019709538760064108	4.2608873232344015e-5	5.604863221825228e-5	9.259967828554043e-5	2.0190696437629054e-5	1.4719434368903352e-4	4.246120677297365e-5	3.745749849263782e-5	9.152351111452821e-5	2.1953804703595508e-5	5.4901967773936186e-5	5.497766155737876e-5	0.015990012285800565	0.02256170919227776	0.3350832226026555	5.2886894142645404e-5	4.1150711687712646e-5	6.78578815416374e-5	8.130908316347853e-6	1.4348090518014178e-5
AAVpo1_A2	0.019373540146014948	6.930694336055249e-5	4.01196768422158e-5	0.026241340950592516	5.1361938699118603e-5	0.2076175657598506	0.010662977734213317	4.2787402161410546e-5	0.036768801610714975	2.8427314609718035e-5	0.020505339388605045	3.725063898570602e-5	4.3780920068829587e-5	0.0407333516038256	3.755979567977563e-5	1.4400090243629746e-4	0.0249808115355815	3.333571438060018e-5	3.9875929608514874e-5	1.9267014067700306e-5
AAVJEA2-H8	0.017710833996879182	6.52134062022172e-5	5.142385003934755e-5	3.399985647081927e-5	1.8992031091263364e-5	1.3991546782022852e-4	3.098030997243327e-5	2.7822217210259618e-5	6.729591374101251e-5	1.9952502401247318e-5	3.11839080047603e-5	3.1067016763590806e-5	3.447627966148711e-5	5.381898271069911e-5	0.010809086279077085	0.32496307100382565	4.426568000876071e-5	3.2781270671066754e-5	2.893867409256177e-5	2.156129093997404e-5
AAV7_P5	0.016927090277067475	5.850386800109628e-5	2.2489744387551824e-5	0.02196835792143283	3.811861156081469e-5	0.11946346149188808	0.09390101206282493	1.8500252778249252e-5	0.018741709402845298	0.003519363628592563	0.008642477910503396	2.8872276431325195e-5	2.7452615508242272e-5	0.017075787468845773	0.019522550785350718	0.0033561949263912504	0.012444532457330102	0.0027566469272134815	1.497805144981399e-5	1.3704860946499525e-5
AAVpo1_A6	0.014684418016385184	6.648513402489819e-5	3.209257591993949e-5	4.432219594264901e-5	4.936975793724037e-5	1.5053990304788172e-4	0.041048945617246466	2.285077836494401e-5	5.276573096589218e-5	1.5306079712800792e-05	0.03376431035447863	0.09228898114187736	0.052470886388482935	5.6900791140754695e-5	4.560875927923528e-5	0.01660099185682233	0.01981289822949003	0.02242320754787506	3.8028384171805156e-5	1.9451084537659412e-5
AAVJEA3-H4	0.013299169861243335	3.007821964000569e-5	1.0672086132700128e-5	0.015123713834843056	1.0544139183862182e-5	0.20870735303844407	0.009009864197164732	9.292588819618023e-6	0.0027206920525257488	5.927798459545304e-6	0.007484668911258389	1.440076607908797e-5	1.2239760766991722e-5	1.7381896059228812e-5	0.009462918344494548	1.912724342041141e-5	1.1506501801458516e-5	1.110395861152226e-5	1.546477463214945e-5	7.2772512862354915e-6
AAV4_A1	0.01305231673193642	1.8850439190130035e-5	1.7895979678196816e-5	1.684890475651187e-5	0.13540737058229882	6.463542411955098e-5	2.1399665193344546e-5	1.5540572549719174e-5	3.119110220106999e-5	7.949444549717983e-6	2.601531817252136e-5	1.811999440958224e-5	1.4947983663029678e-5	3.4837635444406646e-5	1.805287436824097e-5	2.054985117716601e-5	1.7582469918500205e-5	0.1121992532651491	9.698513116250772e-6	3.327788683612512e-5
AAV4_P4	0.011571950956722652	5.753654656386247e-5	1.4167348892995791e-5	4.5317641436385886e-5	2.048058171069647e-5	9.122607291152921e-5	2.3106784594517636e-5	9.841069412497939e-6	4.1934525320419016e-5	1.563497047224059e-5	3.203948508136136e-5	2.5498863581229973e-5	0.21931131035348886	2.6757781387220686e-5	2.060511965874238e-5	3.5831683038662356e-5	2.2453770680222412e-5	1.4271793124039348e-5	1.4739802998072203e-5	4.431398337682165e-5
AAV7_A6	0.01043595537581655	1.0392614009142313e-4	1.8255615965117227e-5	0.008978415965747999	6.693057437423636e-5	0.08379532357732479	1.642077846003216e-5	1.1153997624518307e-5	0.008556134558388906	0.02555375343450953	0.016811766611455947	0.04537806277757432	1.3169988142526412e-5	2.2688474692481022e-5	7.702788637565487e-5	0.004873629187492656	0.0021624186986870203	0.0018197704684027411	1.1975832802584022e-5	1.2327572401948015e-5
AAV2wt	0.009599057739474403	1.3161104635715214e-5	1.3578128494930661e-5	1.604281554797889e-5	0.14633322311888725	4.196403483475794e-5	3.43707787349109e-5	1.3060430148370887e-5	2.9780755524734537e-5	7.255147027762695e-6	2.0413662047827312e-5	2.0527388253361805e-5	2.1729579895925365e-5	4.24274506324988e-5	1.4398436567356354e-5	2.5210270033178087e-5	0.03569499745074031	1.4878045414361557e-5	8.359706062711775e-6	1.6718746529712503e-5
AAV7_P2	0.008586478090262202	5.990177601863247e-5	2.6541384737842007e-5	0.07688138225965152	0.012494430486563294	1.5041908314439943e-4	0.02480436748648942	2.214305697894698e-5	0.012215173221654255	1.6561880001518147e-5	0.005778780695811539	3.114595591976082e-5	0.022960989672085937	3.43123732767766e-5	3.0371406573621423e-5	0.005222249483069526	2.445597669247741e-5	0.002316931524307218	4.7379330721671594e-5	2.5546661283481786e-5
AAV1_A6	0.008423609081795786	4.661399289943811e-5	0.016894044967206794	3.9348072862876706e-5	8.057572171434592e-6	2.201227199022937e-5	1.551465388871842e-5	6.325801580516564e-6	2.2462793035246093e-5	6.09096903321354e-6	1.0041818973482227e-5	0.1382527142140004	2.877845597518652e-5	3.0877298727651274e-5	0.004594011931930608	1.906403608663624e-5	8.94619677331671e-6	1.2898299161858256e-5	2.3028757242915457e-5	7.740450579400698e-6
AAV4_P5	0.007476426533828005	1.5522547079318152e-5	1.664044861566593e-5	1.773356309162461e-5	0.11666085258145202	4.973792107637974e-5	1.542346408951977e-5	4.698483996169368e-5	2.686670099574846e-5	8.37789317040316e-6	0.025013324460052756	1.7005069257149678e-5	1.9543017003391746e-5	1.8120761363365582e-5	1.9874005187759225e-5	2.9967825079041035e-5	2.4282160479565047e-5	2.271719104799513e-5	8.688046107850084e-6	2.044164762084141e-5
AAV8_P4	0.007347641382741987	3.775529876249297e-5	7.617835647132938e-6	0.031130825651509795	4.848864375677742e-6	4.6133697893278466e-5	6.32473160258115e-6	8.26917160554044e-6	8.511205957953497e-6	3.981097694781198e-6	6.7888090540715405e-6	9.794730104395274e-6	0.009006151049027742	1.2756768818102448e-5	5.966762177792914e-6	0.005270317014467721	0.03345344867764963	0.03954079356606354	0.021032309528736488	1.259181094903981e-5
AAVpo1_P4	0.00608835059642698	4.5274062440216626e-5	8.112365302548937e-6	8.039623615485007e-6	5.619189877340297e-6	2.9336815057367398e-5	1.0226027537706709e-5	2.2463871627797383e-6	1.3410398931288743e-5	4.325989195501287e-6	7.953262297303303e-6	1.52997002431678e-5	0.012567887276172357	0.06263506999265117	9.222470578279371e-6	0.004556758616438035	9.88377866744236e-6	1.159425147404505e-5	0.035729605123599864	8.796000870720608e-6
AAVAH4-N4	0.005854393947433442	9.25961274873528e-6	7.582230937699609e-6	8.239474101622949e-6	0.09300503685302822	3.87731623174069e-5	8.531598669414093e-6	5.8375793522525694e-6	0.01800910399785837	3.5130444152930594e-6	1.2468053292498044e-5	1.4045158486989757e-5	1.3354552648897532e-5	2.82831359488673e-5	6.536180492579503e-6	1.3643305367935705e-5	8.530924868633882e-6	1.1316495292689882e-5	7.286197433697423e-6	2.2143443973598118e-5
AAVB1	0.005026303642221569	7.626259533893678e-5	0.021227091765507446	5.794645520522262e-5	3.313617234607357e-5	1.326118540518014e-4	4.2750131427568104e-5	2.342383585328984e-5	0.004829120701178263	2.5185605384990036e-5	5.6609657770942816e-5	6.358284149920208e-5	0.006652507707720126	0.012246846755461043	0.04497604909674107	0.004862896715827259	5.094182242079833e-5	7.439669127155565e-5	4.547908099423396e-5	2.29297162099831e-5
AAV2_A1	0.004889940861231851	1.3260825661872479e-5	1.3244339677340636e-5	1.1159621501844939e-5	5.015090518404646e-6	6.697298961442518e-5	5.070062153904209e-6	2.8424278877070664e-6	3.510749128490159e-5	6.158044170576591e-6	1.3782654523636508e-5	0.08354890582806865	1.300516895326865e-5	1.1510586257629827e-5	1.5594691034003135e-5	0.0090878752214505	1.0183678354977502e-5	9.259137777948805e-6	2.3651916352268605e-6	3.756331287835151e-5
AAV6wt	0.0042194064132569835	2.2667806768220157e-5	0.0067992109916589	8.774975257946321e-6	1.0460546906795369e-5	3.5978085093600386e-5	0.010644540387307427	7.081200473826907e-6	2.018343746501511e-5	7.080568555297833e-6	1.5344314389359975e-5	1.4033088608506628e-5	2.6508384244689626e-5	1.827685554115822e-5	9.39237659424009e-6	0.0033512412682459645	0.04650431013189234	6.98392743496445e-6	0.012660254898290951	6.398607153492362e-6
AAVAH4-1	0.0039282036183146424	1.6259746840577027e-5	1.2282341297209963e-5	1.170229669806388e-5	5.691532448437145e-6	3.7433681314829714e-5	6.281512824985241e-6	5.312865605003961e-6	1.5143179619751053e-5	4.328615288743325e-6	1.245614138286304e-5	1.258604541404665e-5	9.349363067384865e-6	1.3239861833734569e-5	0.07442457543738287	1.0657480344225594e-5	1.2484240022581425e-5	1.4882429761325733e-5	6.8013065885222045e-6	4.400670243050483e-6
AAV9wt	0.003871013961520279	2.827759472579402e-5	7.478116030210098e-6	0.013052205863147552	1.7019561526459914e-5	4.1192387998329186e-5	8.339192942108575e-6	8.43337914468029e-6	1.7499323048993626e-5	5.521808798775709e-6	0.002779296790336036	8.590739413360066e-6	0.006791672366649443	0.010238615700572976	0.021289574942581248	0.002123045534289129	1.0050329988132377e-5	0.007446380860451436	0.009669466393853056	6.604383387584228e-6
AAVJEA2-H11	0.0034149576457537852	1.5024229486606881e-5	1.678120232961913e-5	1.0705314762129528e-5	1.7186295547534228e-5	5.225696550409165e-5	1.888787986404719e-5	1.5557533796280903e-5	1.2009671039713072e-5	9.362494952238718e-6	2.604371173553162e-5	1.9579435236915024e-5	1.4559857657464475e-5	1.350025464592777e-5	0.06454348906737219	2.4878105606398326e-5	2.2735477147062948e-5	4.45940686280425e-5	3.2363660797570716e-6	3.80733793036976e-6
AAV1_A2	0.003178880982603314	4.128539354361885e-5	1.8077875258207884e-5	2.3417268952504615e-5	1.5607981542881226e-5	8.320492778592758e-5	4.2597237234350266e-5	2.4126037123081375e-5	2.6818769177252513e-5	1.1615203475829616e-5	3.398129666999974e-5	2.9291413241399644e-5	2.1575372850610506e-5	3.000781680871206e-5	0.03736665215818616	4.2141262051773004e-5	0.022517827431320293	4.901917942032438e-5	1.2045202928412624e-5	9.446841891629403e-6
AAV8_P5	0.0030993291479710586	6.177480350444905e-6	5.483038061355142e-6	0.03961099273048694	2.9628141974109693e-6	2.094225850253735e-5	3.089234561626971e-6	2.5529477400464963e-6	0.00253465163248498	0.002925637631226894	5.50177494702619e-6	5.669877364354288e-6	3.362622644276832e-6	5.907610643123506e-6	0.01370796847047804	3.0356512027675297e-5	4.653506077143179e-6	7.303439531822434e-6	7.081048172518696e-7	3.332125307162974e-6
AAVrh10_P4	0.002713463632162109	7.29597026547045e-5	8.804378199834913e-6	4.555615792852384e-6	4.7132475523980315e-6	1.252438248616957e-5	8.423795857411966e-6	3.4215460974115746e-6	4.930370161173857e-6	8.785408377539702e-6	8.42704356605721e-6	8.443288458060081e-6	0.0444237232616634	1.1876366576527438e-5	1.0726836625125042e-5	8.698132757461461e-5	1.1183200258841066e-5	0.006850591560081059	1.1388309612553264e-5	3.3493694843325035e-6
AAV3_P4	0.0026195510206294377	4.6403047675328094e-6	2.7296667045278928e-6	6.752965633838063e-6	3.3412829236836165e-7	2.1386162236404827e-5	4.742367249564078e-6	1.167416427973931e-6	4.3257099588909125e-6	2.2481569240346995e-6	4.043348540563041e-6	4.666916669169075e-6	0.014259990678966357	6.0782457921145805e-6	4.705649119624282e-6	4.595248271978808e-6	6.824158601706422e-6	0.0349231051751967	5.051333273045057e-4	3.999765301460728e-6
AAVJEA2-H17	0.0021390860037365906	3.13982967138069e-5	1.3497439187568886e-5	2.428001752501552e-5	2.954366817123233e-5	5.61495633132641e-5	1.5088093596899684e-5	1.533064612336461e-5	2.4852501705954056e-5	1.199374068353513e-5	3.539847715202156e-5	2.32661651272352e-5	1.355043543780498e-5	3.1041196392591246e-5	0.04017283762809388	3.300135024191406e-5	2.0235787795998407e-5	5.1961733906974655e-5	2.2324173368914106e-5	1.6883156457247742e-5
AAVAH4-3	0.0020333612882848756	4.969775979068875e-6	0.02440647450855876	4.6223226238282985e-6	2.31210668007247e-6	1.7412463384560017e-5	1.92566779846479e-6	3.3569124048984873e-6	4.491717730743901e-6	2.6935782031196474e-6	3.875557041429425e-6	4.638924104891192e-6	2.7925686779529027e-6	7.120678661684201e-6	4.009220772689677e-6	0.014148803720059036	5.063975705256703e-6	1.3591872377212033e-6	4.655492565934555e-6	3.2860992225269313e-6
AAVAH3-3	0.0019897564138445195	1.019151885253096e-5	8.473940074354656e-6	6.75338931496093e-6	6.653549443029982e-6	4.021419700261391e-5	1.1427491960414432e-5	9.312184541532488e-6	1.1163411607940275e-5	5.274405051057061e-6	1.037147739097036e-5	8.353728549573197e-6	1.1164328083560272e-5	1.156659329558758e-5	0.03759673363417809	2.1022794651506147e-5	9.606102549138414e-6	1.3549279716808906e-5	6.837082029904895e-6	6.7027547522941565e-6
AAV6shH10	0.0018750078772357885	8.618024767332726e-6	5.385950004174226e-6	7.386414150629944e-6	2.146369314216642e-6	0.028329867668815997	1.2165368110354193e-5	7.837566147153951e-6	7.446431660549161e-6	4.934323497538995e-6	1.1414997989249786e-5	8.033797081336311e-6	5.7676588021059995e-6	1.15096403991143e-5	0.0071620327655420495	1.0382432211424253e-5	6.821042174788326e-6	1.32480204046184e-5	6.019993077680385e-6	4.1312033296656206e-6
AAV5_A1	0.0016312688811949143	1.3775489152859243e-6	8.436732232979876e-7	0	0	1.7677076863817916e-5	2.180884229106053e-6	0	4.55875521734833e-6	0	4.772523539864103e-6	5.246233869385432e-6	5.526781444748133e-6	0	2.314276249875761e-6	0.030940501358684154	4.4542801018729085e-6	4.6553503646141026e-6	0	0
AAVAH3-5	0.001534194938196248	2.4539366705947068e-5	1.0275260276058397e-5	0.013155203591417173	1.3074405129124533e-5	4.6537459102550015e-5	1.730987372775494e-5	3.7678779126118325e-6	1.5124830784378488e-5	5.139671045467141e-6	1.9140074467926844e-5	1.7666058107036398e-5	1.0970558061076347e-5	2.107092074949724e-5	0.015711904530894116	1.6994228538613795e-5	1.3736154868531214e-5	2.2290072030370866e-5	1.881156604184846e-5	6.1473258686278604e-6
AAV1_A1	0.0013015024486881857	2.2721999383345564e-6	1.979762763428574e-6	2.880274697737309e-7	1.3939682574610024e-6	8.19686209334581e-6	0.024685612430408482	6.957727149392993e-7	3.437460578211318e-6	1.0049153471481748e-6	1.6065398910514684e-6	2.7814524478969795e-6	3.9069245128886085e-6	2.4150637113485216e-6	2.2592101519290566e-6	2.9099097010193892e-6	2.0991766837238375e-6	1.42988583372598e-6	2.894771425003533e-6	1.3621911458167005e-6
AAVrh10_A1	0.0012651566755486128	2.7707617837631383e-6	4.650446915062686e-6	4.848038582145799e-6	1.2541242380320715e-6	4.14328396811842e-6	2.60687413052755e-6	3.3937514321947558e-6	5.7635898732295495e-6	1.0211766552829871e-6	2.546757015900108e-6	3.0148920205151608e-6	2.4703127327409475e-6	4.662873058007403e-6	0.02391500118365042	6.92980988050727e-5	3.6796752563869773e-6	1.5354250611042298e-6	2.82394938994964e-6	2.491620855189269e-6
AAVpo1_P5	0.0012326162230648626	1.8307719741589933e-6	5.949025255668e-7	1.892369443136897e-6	1.954072600082393e-6	2.237424439902651e-6	2.4153417719132785e-6	0	1.6156312024177344e-6	3.148782953191697e-7	1.2081364911592488e-6	3.098791494040783e-6	1.632251226003217e-6	0.01126357070043682	8.787682967125926e-7	0.008440024442445335	2.466570359460515e-7	0.003696193098553874	0	0
AAV8_A2	0.001137363548497772	1.6949325594831242e-6	5.042990309656729e-6	2.699937780303628e-6	5.908076300145776e-7	1.828082568200083e-5	0	5.160581644871439e-6	3.186977511476953e-6	1.4907016569613297e-6	2.3831576305021577e-6	4.5844831989590015e-6	0.008761616352368754	2.9854417475654116e-6	3.004645477507651e-6	4.062672636388595e-6	2.724697556233827e-6	0.012788680562705627	1.7176533613595189e-6	0
AAV8_A1	9.895716674471556e-4	1.2021823585388773e-6	2.1857421042179487e-6	7.257060340290936e-6	0	0	2.7034807047193803e-6	4.392358984588206e-6	5.425105257322243e-6	1.4097671900999529e-6	2.7045230041536955e-6	2.818126000416693e-6	3.3494470780316794e-6	4.235030333552749e-7	0.01875727542733979	5.042754269574141e-6	1.9325744355617303e-6	1.58977773052556e-6	0	2.1498516647697513e-6
AAV9K449R_PHP.S	9.518733156030871e-4	1.273420836887135e-5	4.891326678189914e-6	1.0533596914725868e-5	9.757290168887431e-6	4.585357135296179e-5	1.8601537229856637e-5	7.0349192422933185e-6	1.4662676031591571e-5	4.656961471762044e-6	1.2588817535613243e-5	9.895168712606759e-6	5.486485633519577e-6	1.4244168709447716e-5	0.01785219852216357	9.518861395751982e-6	7.627611739910663e-6	2.6368761959146896e-5	1.4634436477991843e-5	4.304074671956418e-6
AAV9BI	9.195550781888953e-4	5.436943605183615e-6	3.388554468110296e-6	2.4590391254188184e-6	2.8872634447560635e-6	2.7054953802519783e-5	3.501124048856477e-6	2.846217087101972e-6	5.752520602754483e-6	4.733689455721953e-6	5.735492147740082e-6	5.669927863677338e-6	5.165952775693215e-6	3.2931231009251593e-6	0.017368469829445274	4.710535200147343e-6	6.733115126836222e-6	8.996895320516024e-6	3.4448649278468133e-6	1.2664440399322962e-6
AAV2_MTP	8.414068465929286e-4	4.985886774672256e-6	2.023396520568319e-6	3.7906899154622726e-7	2.7592120070892127e-6	7.4851852417519874e-6	1.3528757565827548e-6	1.170626917895503e-5	4.6778104054666845e-6	3.6467257232849186e-6	2.861977466257273e-6	1.0195536097526706e-6	3.7234608782228618e-6	1.991817471025609e-6	0.015918610675114804	9.148008132130607e-6	3.3760164209491222e-6	1.993876035075511e-6	2.2919569454749795e-6	2.6963125920341853e-6
AAV5_P5	6.482989352305136e-4	4.290789719041199e-6	6.119653313849135e-6	8.650523523747221e-6	8.229712578161737e-6	1.8174619389858663e-5	3.6465591519872293e-6	3.526537726792065e-6	0.012165060175650144	4.074746603720507e-6	7.81706795508407e-6	1.044284932173639e-5	5.8673552417323545e-6	8.56855863339515e-6	2.14802174389225e-5	7.981776428621519e-6	7.181809932608724e-6	3.920082571938866e-6	1.643287078108233e-5	6.2138634173365386e-6
AAVAH3-N4	5.653141400321263e-4	9.723373987167742e-6	4.754067477802574e-6	6.621584986251697e-6	4.198387374376197e-6	2.5067593617100126e-5	1.183150934957643e-5	5.02385745235647e-6	6.648304046490107e-6	6.2194589214359355e-6	7.622917505345452e-6	7.438370216524621e-6	4.477796836508414e-6	5.397498976851734e-6	0.010602789844933198	9.181334477583257e-6	4.601292085514564e-6	9.18419243846879e-6	5.971949781922397e-6	4.215326145925358e-6
AAVJEA2-D7	5.537583547012994e-4	6.882498074516791e-6	2.8383692454106246e-6	1.6242155319843615e-6	0	4.3061465161721926e-5	5.07758962669878e-6	0	9.110565485532957e-7	2.130723391713662e-6	7.493967225853745e-6	3.494825154431688e-6	3.6817144063794367e-6	0	0.01042282838693721	4.3552133212592e-6	3.8945263066565895e-6	1.0679073259893998e-5	2.455115132403228e-6	0
AAVJEA3-S7	5.102892708676e-4	1.8831191352272362e-6	0.009653838800308373	2.7272849190825583e-6	1.4723854760474825e-6	5.796856428909052e-6	1.9551915252296497e-6	2.073505033850081e-6	6.118026950474384e-6	1.3310202446956823e-6	2.872635111711846e-6	1.978477245964432e-6	1.1499466399853846e-6	4.398316449331818e-6	1.5993573607103108e-6	1.9271019858959678e-6	5.213212743165503e-7	1.7327930981536659e-6	7.668306353128362e-7	1.3531766611281745e-6
AAVDJYF	5.100023088246698e-4	1.0367130607122408e-5	4.998539788734972e-6	6.8587877852718505e-6	4.340232784407585e-6	2.5758127134480653e-5	9.406139078311059e-6	3.4124246305444613e-6	9.693960488471335e-6	3.2857452906583537e-6	8.194463541791382e-6	9.296540652436422e-6	3.690373082954522e-6	8.291293839484864e-6	0.00955016606458783	5.372868844746982e-6	5.147717110485429e-6	1.2543661964676428e-5	4.543179850950099e-6	4.6766166053666215e-6
AAVJEA3-H15	4.4183712013714756e-4	8.149208060703666e-7	2.251338756933713e-6	2.5244537811213537e-06	3.515783716729489e-7	2.1686478857505417e-6	4.3005077453344464e-7	0	1.4383129088389187e-6	2.8031986272177466e-7	1.07554144056721e-6	1.3793469081957902e-6	6.054620234791585e-7	2.1894566267099097e-6	0.008377494815554113	1.4324393361983232e-7	2.1958600349278376e-7	1.053711275423339e-6	4.84495692560016e-7	0
AAV5_P4	4.386958176385159e-4	0	0	1.1979764842374266e-6	0	0	0	0	0	0	2.8680692703932476e-6	7.356411071472926e-7	1.033306996269283e-6	1.437161121891424e-6	1.1126196931292408e-6	0.008324682950349846	9.368868107865527e-7	0	0	1.2159232981017474e-6
